id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
252,Strangely teh tension eased a bit and I tried to notice it.,mountain,25,6.0,1,4,evening,calm,happy_face,clear,calm,1,strangely teh tension eased bit tried notice,12,59,0,1,0,3
253,At first I felt mentally drained which surprised me.,rain,8,6.0,4,2,afternoon,mixed,none,vague,overwhelmed,3,first felt mentally drained surprised,9,52,0,0,1,-2
254,I noticed I couldn't relax much and I just observed it.,mountain,20,6.0,1,2,night,neutral,neutral_face,clear,overwhelmed,1,noticed relax much observed,11,55,0,0,0,1
255,At one point my thoughts were jumping around even if only briefly.,mountain,10,6.0,2,1,morning,mixed,calm_face,clear,restless,2,one point thoughts jumping around even briefly,12,66,0,0,1,-1
256,Gradually my breathing slowed down before moving on. ...,forest,20,4.0,4,4,afternoon,neutral,calm_face,clear,calm,5,gradually breathing slowed moving,9,56,0,0,0,0
257,Gradually I kept thinking about other tasks for a moment.,ocean,12,5.0,5,2,night,restless,happy_face,conflicted,restless,2,gradually kept thinking tasks moment,10,57,0,0,1,-3
258,At one point it helped slightly but not completely which surprised me.,mountain,25,8.0,3,4,night,focused,neutral_face,conflicted,mixed,4,one point helped slightly not completely surprised,12,70,0,0,0,1
259,During the session I started planning my day before moving on.,ocean,18,8.0,2,4,afternoon,restless,none,clear,focused,4,session started planning day moving,11,62,0,0,1,2
260,At one point I couldn't sit still mentally which surprised me.,forest,25,4.0,2,5,afternoon,overwhelmed,tense_face,vague,restless,1,one point sit still mentally surprised,11,62,0,0,1,3
261,At first I organized my ideas better so I sat with that feeling.,ocean,10,8.0,3,3,night,overwhelmed,tense_face,vague,focused,3,first organized ideas better sat feeling,13,64,0,0,1,0
262,Honestly my thoughts were jumping around and I just observed it.,cafe,12,5.0,3,3,night,calm,neutral_face,conflicted,restless,2,honestly thoughts jumping around observed,11,64,0,0,0,0
263,At one point the tension eased a bit for a moment.,rain,10,7.0,5,2,night,neutral,none,vague,calm,3,one point tension eased bit moment,11,50,0,0,0,-3
264,honestly my mind felt crowded though i'm not sure why.,mountain,18,4.0,5,1,morning,mixed,none,clear,overwhelmed,4,honestly mind felt crowded though not sure,10,54,0,0,1,-4
265,At first I started planning my day which surprised me. ...,ocean,20,8.0,4,4,morning,calm,tired_face,clear,focused,1,first started planning day surprised,11,58,0,0,0,0
266,At one point the session passed quietly which surprised me.,rain,10,4.0,1,5,afternoon,focused,happy_face,vague,neutral,3,one point session passed quietly surprised,10,59,0,1,0,4
267,At first I kept thinking about other tasks and I tried to notice it.,mountain,12,4.0,1,1,night,overwhelmed,tired_face,clear,restless,1,first kept thinking tasks tried notice,14,68,0,0,1,0
268,At first it helped slightly but not completely and I tried to notice it.,ocean,8,8.0,1,2,afternoon,mixed,tired_face,vague,mixed,1,first helped slightly not completely tried notice,14,72,0,0,1,1
269,at one point the tension eased a bit which surprised me. ...,rain,10,8.0,2,4,morning,restless,neutral_face,conflicted,calm,4,one point tension eased bit surprised,12,60,0,0,1,2
270,For some reason it helped slightly but not completely but it didn't last long. ...,cafe,20,6.0,1,1,night,focused,tense_face,conflicted,mixed,5,reason helped slightly not completely last long,15,82,0,0,0,0
271,For some reason nothing really changed and I wasn't expecting that.,mountain,18,7.0,4,2,night,calm,tense_face,clear,neutral,1,reason nothing really changed expecting,11,67,0,0,0,-2
272,Strangely my mind became quiet but it didn't last long.,rain,8,6.0,4,3,evening,calm,neutral_face,vague,calm,4,strangely mind became quiet last long,10,55,0,0,0,-1
273,at one point i didn't notice strong emotions and i just observed it. ...,cafe,18,6.0,4,1,evening,overwhelmed,calm_face,conflicted,neutral,5,one point notice strong emotions observed,14,72,0,0,1,-3
274,at one point i started planning my day and i tried to notice it.,cafe,10,4.0,2,4,evening,overwhelmed,calm_face,vague,focused,3,one point started planning day tried notice,14,64,0,0,1,2
275,Gradually my attention improved so I sat with that feeling. ...,mountain,15,6.0,5,4,evening,overwhelmed,none,conflicted,focused,2,gradually attention improved sat feeling,11,63,0,0,1,-1
276,Gradually I couldn't sit still mentally before moving on.,rain,12,7.0,5,2,evening,overwhelmed,tired_face,vague,restless,1,gradually sit still mentally moving,9,57,0,0,1,-3
277,Gradually things felt ordinary but it didn't last long.,ocean,15,5.0,4,3,morning,overwhelmed,neutral_face,conflicted,neutral,3,gradually things felt ordinary last long,9,55,0,0,1,-1
278,strangely i organized my ideas better and i tried to notice it.,rain,15,8.0,5,4,morning,restless,happy_face,conflicted,focused,1,strangely organized ideas better tried notice,12,63,0,1,1,-1
279,for some reason my thoughts felt lighter for a moment.,ocean,15,6.0,4,1,morning,calm,happy_face,conflicted,calm,5,reason thoughts felt lighter moment,10,54,0,0,0,-3
280,Gradually it felt like a normal moment before moving on.,cafe,20,8.0,2,3,morning,overwhelmed,tired_face,clear,neutral,1,gradually felt like normal moment moving,10,56,0,0,1,1
281,"For some reason some moments felt peaceful, others not though I'm not sure why.",ocean,15,4.0,4,4,evening,calm,none,clear,mixed,1,reason moments felt peaceful others not though not sure,14,79,0,0,0,0
282,strangely i couldn't sit still mentally even if only briefly.,forest,15,5.0,4,2,afternoon,mixed,tired_face,clear,restless,5,strangely sit still mentally even briefly,10,61,0,0,1,-2
283,gradually i organized my ideas better and i tried to notice it.,mountain,20,4.0,5,1,afternoon,restless,tired_face,clear,focused,3,gradually organized ideas better tried notice,12,63,0,0,1,-4
284,"At one point some moments felt peaceful, others not for a moment.",mountain,12,7.0,5,2,evening,neutral,none,clear,mixed,3,one point moments felt peaceful others not moment,12,65,0,0,0,-3
285,During teh session my breathing slowed down but it didn't last long.,ocean,18,5.0,5,4,night,focused,happy_face,conflicted,calm,2,teh session breathing slowed last long,12,68,0,1,0,-1
286,honestly the session passed quietly but it didn't last long.,ocean,25,6.0,1,4,afternoon,focused,happy_face,conflicted,neutral,4,honestly session passed quietly last long,10,60,0,1,0,3
287,i noticed i couldn't relax much before moving on.,mountain,10,6.0,1,3,afternoon,neutral,tired_face,conflicted,overwhelmed,4,noticed relax much moving,9,49,0,0,0,2
288,At first things felt ordinary and I just observed it.,cafe,18,4.0,4,5,afternoon,overwhelmed,none,clear,neutral,3,first things felt ordinary observed,10,53,0,0,1,1
289,During the session things felt more peaceful and I just observed it.,mountain,10,5.0,5,3,night,focused,neutral_face,clear,calm,1,session things felt peaceful observed,12,68,0,0,0,-2
290,At one point the session passed quietly for a moment.,rain,12,8.0,3,5,morning,focused,tired_face,clear,neutral,3,one point session passed quietly moment,10,53,0,0,0,2
291,Strangely I felt a little calmer but still distracted but it didn't last long.,ocean,20,7.0,4,2,evening,mixed,tired_face,clear,mixed,1,strangely felt little calmer still distracted last long,14,78,0,0,1,-2
292,During the session the pressure didn't really go away before moving on. ...,cafe,25,4.0,4,3,morning,neutral,tired_face,clear,overwhelmed,4,session pressure really go away moving,13,75,0,0,0,-1
293,During the session I kept thinking about other tasks even if only briefly.,rain,12,4.0,1,1,night,calm,neutral_face,vague,restless,4,session kept thinking tasks even briefly,13,74,0,0,0,0
294,by the end my thoughts felt lighter and i wasn't expecting that.,mountain,20,6.0,3,1,evening,mixed,neutral_face,clear,calm,4,end thoughts felt lighter expecting,12,64,0,0,1,-2
295,By teh end it helped slightly but not completely and I just observed it.,rain,10,8.0,2,5,night,calm,none,vague,mixed,1,teh end helped slightly not completely observed,14,72,0,0,0,3
296,Honestly everything still felt heavy so I sat with that feeling.,ocean,12,6.0,3,2,night,focused,none,clear,overwhelmed,1,honestly everything still felt heavy sat feeling,11,64,0,0,0,-1
297,After a few minutes things felt ordinary but it didn't last long.,cafe,10,7.0,5,4,afternoon,calm,neutral_face,clear,neutral,5,minutes things felt ordinary last long,12,65,0,0,0,-1
298,For some reason it helped slightly but not completely though I'm not sure why.,mountain,10,8.0,5,5,evening,mixed,none,conflicted,mixed,3,reason helped slightly not completely though not sure,14,78,0,0,1,0
299,Gradually my attention improved so I sat with that feeling. ...,cafe,25,5.0,4,4,morning,focused,happy_face,clear,focused,5,gradually attention improved sat feeling,11,63,0,1,0,0
300,For some reason my thoughts felt lighter and I tried to notice it.,rain,20,5.0,4,1,morning,neutral,none,vague,calm,2,reason thoughts felt lighter tried notice,13,66,0,0,0,-3
301,I noticed the tension eased a bit and I wasn't expecting that.,forest,20,7.0,1,5,afternoon,restless,none,clear,calm,5,noticed tension eased bit expecting,12,62,0,0,1,4
302,At one point I could finally concentrate and I tried to notice it.,ocean,20,4.0,3,4,afternoon,calm,tired_face,clear,focused,4,one point could finally concentrate tried notice,13,66,0,0,0,1
303,after a few minutes the session passed quietly but it didn't last long.,cafe,10,7.0,3,5,evening,focused,none,vague,neutral,1,minutes session passed quietly last long,13,71,0,0,0,2
304,i noticed things felt more peaceful even if only briefly.,rain,8,7.0,4,5,evening,calm,happy_face,clear,calm,3,noticed things felt peaceful even briefly,10,57,0,1,0,1
305,At first my attention improved and I just observed it. ...,rain,25,4.0,2,1,night,restless,neutral_face,clear,focused,1,first attention improved observed,11,58,0,0,1,-1
306,By the end the session passed quietly so I sat with that feeling.,mountain,8,8.0,3,1,morning,focused,happy_face,clear,neutral,4,end session passed quietly sat feeling,13,65,0,0,0,-2
307,during the session things felt more peaceful though i'm not sure why.,mountain,12,8.0,3,5,afternoon,overwhelmed,tired_face,clear,calm,5,session things felt peaceful though not sure,12,69,0,0,1,2
308,After a few minutes I organized my ideas better which surprised me.,ocean,8,6.0,1,4,evening,calm,neutral_face,vague,focused,4,minutes organized ideas better surprised,12,67,0,0,0,3
309,During the session my breathing slowed down which surprised me.,ocean,20,6.0,4,1,morning,neutral,tired_face,clear,calm,5,session breathing slowed surprised,10,63,0,0,0,-3
310,I noticed it felt like a normal moment so I sat with that feeling.,forest,15,6.0,3,4,evening,focused,none,clear,neutral,2,noticed felt like normal moment sat feeling,14,66,0,0,0,1
311,Strangely nothing really changed but it didn't last long.,forest,12,5.0,4,3,night,restless,calm_face,clear,neutral,3,strangely nothing really changed last long,9,57,0,0,1,-1
312,after a few minutes i felt a little calmer but still distracted though i'm not sure why.,cafe,15,8.0,1,3,evening,focused,none,vague,mixed,4,minutes felt little calmer still distracted though not sure,17,88,0,0,0,2
313,by the end nothing really changed before moving on.,cafe,8,5.0,2,2,night,restless,none,clear,neutral,5,end nothing really changed moving,9,51,0,0,1,0
314,at first nothing really changed and i just observed it.,rain,8,6.0,1,1,night,calm,happy_face,vague,neutral,4,first nothing really changed observed,10,55,0,0,0,0
315,I noticed I couldn't relax much but it didn't last long.,forest,15,5.0,1,5,afternoon,mixed,tired_face,conflicted,overwhelmed,4,noticed relax much last long,11,56,0,0,1,4
316,During the session my mind became quiet but it didn't last long.,forest,10,8.0,1,4,evening,overwhelmed,tired_face,vague,calm,5,session mind became quiet last long,12,64,0,0,1,3
317,i noticed the session passed quietly but it didn't last long. ...,rain,25,6.0,1,4,evening,neutral,neutral_face,clear,neutral,2,noticed session passed quietly last long,12,65,0,0,0,3
318,During the session my mood shifted back and forth which surprised me.,ocean,25,7.0,3,2,afternoon,focused,none,conflicted,mixed,3,session mood shifted back forth surprised,12,69,0,0,0,-1
319,for some reason things felt ordinary for a moment.,forest,25,7.0,5,3,afternoon,overwhelmed,none,clear,neutral,2,reason things felt ordinary moment,9,50,0,0,1,-2
320,after a few minutes things felt ordinary before moving on.,ocean,10,6.0,2,3,morning,calm,none,clear,neutral,1,minutes things felt ordinary moving,10,58,0,0,0,1
321,At first the session passed quietly and I tried to notice it.,rain,10,7.0,4,3,afternoon,mixed,none,conflicted,neutral,3,first session passed quietly tried notice,12,61,0,0,1,-1
322,Strangely I organized my ideas better and I wasn't expecting that.,cafe,8,8.0,4,5,morning,focused,happy_face,clear,focused,5,strangely organized ideas better expecting,11,66,0,1,0,1
323,Strangely things felt more peaceful and I just observed it.,mountain,8,6.0,4,1,evening,focused,calm_face,vague,calm,3,strangely things felt peaceful observed,10,59,0,0,0,-3
324,After a few minutes my mind became quiet before moving on.,forest,15,7.0,3,5,night,calm,happy_face,conflicted,calm,2,minutes mind became quiet moving,11,58,0,1,0,2
325,at first my thoughts became clearer and i wasn't expecting that.,mountain,12,5.0,4,2,morning,neutral,calm_face,vague,focused,5,first thoughts became clearer expecting,11,64,0,0,0,-2
326,After a few minutes I didn't notice strong emotions but it didn't last long. ...,mountain,12,5.0,2,4,evening,mixed,neutral_face,clear,neutral,1,minutes notice strong emotions last long,15,80,0,0,1,2
327,at one point i couldn't relax much but it didn't last long. ...,cafe,25,8.0,4,2,morning,calm,none,vague,overwhelmed,1,one point relax much last long,13,63,0,0,0,-2
328,During the session I couldn't relax much before moving on. ...,forest,18,7.0,2,3,night,restless,calm_face,vague,overwhelmed,4,session relax much moving,11,62,0,0,1,1
329,by the end the pressure didn't really go away for a moment.,rain,8,6.0,5,4,afternoon,neutral,none,vague,overwhelmed,5,end pressure really go away moment,12,59,0,0,0,-1
330,Honestly I felt mentally drained so I sat with that feeling.,cafe,20,4.0,5,5,afternoon,calm,tired_face,clear,overwhelmed,2,honestly felt mentally drained sat feeling,11,60,0,0,0,0
331,strangely my thoughts became clearer and i tried to notice it.,ocean,25,5.0,5,3,evening,mixed,calm_face,clear,focused,4,strangely thoughts became clearer tried notice,11,62,0,0,1,-2
332,At one point the session passed quietly and I wasn't expecting that. ...,mountain,20,8.0,5,5,night,calm,neutral_face,conflicted,neutral,5,one point session passed quietly expecting,13,72,0,0,0,0
333,At first things felt ordinary and I just observed it.,forest,15,6.0,4,4,night,calm,tired_face,clear,neutral,5,first things felt ordinary observed,10,53,0,0,0,0
334,After a few minutes I didn't notice strong emotions though I'm not sure why.,mountain,12,6.0,1,3,evening,restless,tired_face,conflicted,neutral,1,minutes notice strong emotions though not sure,14,76,0,0,1,2
335,During the session I organized my ideas better though I'm not sure why.,ocean,10,7.0,2,4,night,neutral,calm_face,conflicted,focused,2,session organized ideas better though not sure,13,71,0,0,0,2
336,At one point my mind became quiet but it didn't last long.,rain,10,5.0,2,1,afternoon,calm,tense_face,conflicted,calm,2,one point mind became quiet last long,12,58,0,0,0,-1
337,Honestly I felt distracted and I tried to notice it. ...,rain,12,7.0,5,4,afternoon,overwhelmed,tense_face,vague,restless,2,honestly felt distracted tried notice,11,56,0,0,1,-1
338,during the session my mind kept wandering and i tried to notice it.,forest,10,5.0,2,2,evening,mixed,calm_face,conflicted,restless,1,session mind kept wandering tried notice,13,67,0,0,1,0
339,Strangely I felt mentally drained which surprised me.,ocean,20,6.0,4,4,evening,overwhelmed,tired_face,vague,overwhelmed,5,strangely felt mentally drained surprised,8,53,0,0,1,0
340,Gradually nothing really changed which surprised me.,mountain,12,8.0,5,5,evening,restless,tired_face,clear,neutral,3,gradually nothing really changed surprised,7,52,0,0,1,0
341,during the session i kept thinking about other tasks and i wasn't expecting that.,rain,8,8.0,4,3,afternoon,mixed,none,vague,restless,3,session kept thinking tasks expecting,14,81,0,0,1,-1
342,I noticed my thoughts were jumping around which surprised me.,mountain,12,5.0,5,4,evening,neutral,neutral_face,conflicted,restless,5,noticed thoughts jumping around surprised,10,61,0,0,0,-1
343,At first I organized my ideas better but it didn't last long.,rain,10,6.0,1,2,evening,focused,tense_face,vague,focused,3,first organized ideas better last long,12,61,0,0,0,1
344,Gradually I kept thinking about other tasks before moving on.,rain,18,8.0,5,1,night,focused,none,vague,restless,5,gradually kept thinking tasks moving,10,61,0,0,0,-4
345,After a few minutes I couldn't sit still mentally but it didn't last long.,mountain,15,5.0,3,2,morning,overwhelmed,neutral_face,vague,restless,1,minutes sit still mentally last long,14,74,0,0,1,-1
346,During the session my thoughts felt lighter but it didn't last long.,mountain,25,4.0,2,5,night,mixed,tired_face,vague,calm,4,session thoughts felt lighter last long,12,68,0,0,1,3
347,At one point my thoughts felt lighter though I'm not sure why.,forest,18,5.0,1,1,afternoon,focused,tense_face,vague,calm,2,one point thoughts felt lighter though not sure,12,62,0,0,0,0
348,at one point the tension eased a bit and i wasn't expecting that.,mountain,12,7.0,5,5,evening,overwhelmed,neutral_face,vague,calm,4,one point tension eased bit expecting,13,65,0,0,1,0
349,Strangely my thoughts were jumping around which surprised me.,ocean,20,4.0,5,5,afternoon,calm,none,clear,restless,4,strangely thoughts jumping around surprised,9,61,0,0,0,0
350,At one point my mood shifted back and forth which surprised me.,rain,25,4.0,1,1,night,overwhelmed,happy_face,vague,mixed,4,one point mood shifted back forth surprised,12,63,0,0,1,0
351,By teh end part of me relaxed while anotehr part stayed busy and I wasn't expecting that.,ocean,18,8.0,2,4,morning,neutral,calm_face,vague,mixed,1,teh end part relaxed anotehr part stayed busy expecting,17,89,0,0,0,2
352,By the end the tension eased a bit so I sat with that feeling.,mountain,12,7.0,3,2,morning,neutral,neutral_face,conflicted,calm,4,end tension eased bit sat feeling,14,62,0,0,0,-1
353,After a few minutes my mind kept wandering and I just observed it.,ocean,10,4.0,5,1,morning,restless,tired_face,vague,restless,3,minutes mind kept wandering observed,13,66,0,0,1,-4
354,At first my mind felt crowded which surprised me.,forest,15,4.0,1,1,morning,focused,neutral_face,vague,overwhelmed,3,first mind felt crowded surprised,9,49,0,0,0,0
355,During the session everything still felt heavy though I'm not sure why.,cafe,15,6.0,4,4,night,mixed,neutral_face,clear,overwhelmed,2,session everything still felt heavy though not sure,12,71,0,0,1,0
356,Strangely part of me relaxed while another part stayed busy and I tried to notice it.,forest,15,5.0,5,4,evening,neutral,none,conflicted,mixed,2,strangely part relaxed another part stayed busy tried notice,16,85,0,0,0,-1
357,at first i couldn't relax much before moving on.,mountain,20,8.0,5,5,afternoon,mixed,happy_face,conflicted,overwhelmed,5,first relax much moving,9,48,0,1,1,0
358,By the end my mind became quiet though I'm not sure why.,mountain,25,8.0,5,1,morning,mixed,happy_face,vague,calm,4,end mind became quiet though not sure,12,56,0,0,1,-4
359,Honestly I could finally concentrate so I sat with that feeling.,forest,18,7.0,4,2,morning,overwhelmed,happy_face,vague,focused,1,honestly could finally concentrate sat feeling,11,64,0,0,1,-2
360,For some reason everything still felt heavy before moving on.,mountain,8,8.0,5,1,morning,neutral,none,vague,overwhelmed,5,reason everything still felt heavy moving,10,61,0,0,0,-4
361,Honestly the session passed quietly though I'm not sure why.,ocean,12,8.0,5,5,night,mixed,none,vague,neutral,1,honestly session passed quietly though not sure,10,60,0,0,1,0
362,After a few minutes things felt more peaceful though I'm not sure why.,ocean,18,6.0,1,1,afternoon,overwhelmed,none,conflicted,calm,4,minutes things felt peaceful though not sure,13,70,0,0,1,0
363,gradually my thoughts felt lighter so i sat with that feeling.,rain,25,5.0,3,1,night,calm,none,conflicted,calm,1,gradually thoughts felt lighter sat feeling,11,62,0,0,0,-2
364,Gradually I felt mentally drained but it didn't last long.,mountain,18,7.0,5,4,afternoon,mixed,none,clear,overwhelmed,1,gradually felt mentally drained last long,10,58,0,0,1,-1
365,Gradually the pressure didn't really go away even if only briefly.,cafe,20,5.0,3,4,evening,restless,neutral_face,clear,overwhelmed,4,gradually pressure really go away even briefly,11,66,0,0,1,1
366,During the session things felt ordinary though I'm not sure why.,cafe,10,5.0,5,3,evening,mixed,none,conflicted,neutral,2,session things felt ordinary though not sure,11,64,0,0,1,-2
367,For some reason nothing really changed though I'm not sure why.,cafe,20,7.0,5,3,night,calm,calm_face,vague,neutral,2,reason nothing really changed though not sure,11,63,0,0,0,-2
368,By the end things felt more peaceful but it didn't last long.,forest,8,6.0,2,5,morning,restless,calm_face,conflicted,calm,5,end things felt peaceful last long,12,61,0,0,1,3
369,I noticed I started planning my day even if only briefly.,cafe,20,4.0,4,4,night,mixed,happy_face,clear,focused,1,noticed started planning day even briefly,11,57,0,1,1,0
370,By the end my mood shifted back and forth before moving on.,rain,20,6.0,5,5,afternoon,mixed,tense_face,vague,mixed,2,end mood shifted back forth moving,12,59,0,0,1,0
371,strangely i felt a little calmer but still distracted even if only briefly.,forest,12,5.0,2,5,evening,calm,none,clear,mixed,1,strangely felt little calmer still distracted even briefly,13,75,0,0,0,3
372,Gradually my thoughts became clearer for a moment.,rain,18,6.0,1,3,afternoon,focused,happy_face,clear,focused,4,gradually thoughts became clearer moment,8,50,0,0,0,2
373,I noticed nothing really changed though I'm not sure why.,cafe,12,6.0,2,5,night,neutral,none,clear,neutral,1,noticed nothing really changed though not sure,10,57,0,0,0,3
374,Honestly I felt a little calmer but still distracted for a moment. ...,rain,12,7.0,1,4,evening,neutral,calm_face,conflicted,mixed,3,honestly felt little calmer still distracted moment,13,70,0,0,0,3
375,Honestly I didn't notice strong emotions which surprised me.,cafe,8,4.0,2,5,morning,mixed,none,conflicted,neutral,2,honestly notice strong emotions surprised,9,60,0,0,1,3
376,At first I felt a little calmer but still distracted even if only briefly.,mountain,15,4.0,2,1,night,mixed,calm_face,clear,mixed,1,first felt little calmer still distracted even briefly,14,74,0,0,1,-1
377,At one point my thoughts became clearer for a moment.,rain,15,7.0,4,3,morning,overwhelmed,happy_face,clear,focused,5,one point thoughts became clearer moment,10,53,0,0,1,-1
378,After a few minutes my breathing slowed down though I'm not sure why.,cafe,12,8.0,1,3,night,overwhelmed,none,clear,calm,4,minutes breathing slowed though not sure,13,69,0,0,1,2
379,By the end I started planning my day and I tried to notice it.,cafe,20,5.0,3,3,morning,neutral,neutral_face,clear,focused,1,end started planning day tried notice,14,62,0,0,0,0
380,Gradually my mind became quiet even if only briefly.,cafe,20,6.0,2,4,afternoon,focused,happy_face,vague,calm,2,gradually mind became quiet even briefly,9,52,0,1,0,2
381,Gradually my breathing slowed down even if only briefly.,ocean,8,6.0,1,2,night,restless,none,conflicted,calm,2,gradually breathing slowed even briefly,9,56,0,0,1,1
382,Gradually my breathing slowed down so I sat with that feeling.,rain,12,8.0,2,5,evening,restless,neutral_face,clear,calm,3,gradually breathing slowed sat feeling,11,62,0,0,1,3
383,i noticed i could finally concentrate though i'm not sure why.,ocean,15,7.0,3,3,night,neutral,none,conflicted,focused,1,noticed could finally concentrate though not sure,11,62,0,0,0,0
384,At one point I couldn't sit still mentally and I wasn't expecting that.,ocean,8,8.0,1,5,night,neutral,calm_face,conflicted,restless,3,one point sit still mentally expecting,13,71,0,0,0,4
385,Honestly it felt like a normal moment though I'm not sure why.,cafe,25,6.0,2,4,morning,overwhelmed,calm_face,conflicted,neutral,2,honestly felt like normal moment though not sure,12,62,0,0,1,2
386,at one point it felt like a normal moment before moving on.,ocean,25,5.0,4,3,morning,focused,neutral_face,clear,neutral,3,one point felt like normal moment moving,12,59,0,0,0,-1
387,After a few minutes I couldn't sit still mentally even if only briefly.,ocean,15,4.0,1,3,morning,mixed,none,vague,restless,3,minutes sit still mentally even briefly,13,71,0,0,1,2
388,Gradually it felt like a normal moment and I tried to notice it.,cafe,25,4.0,5,3,night,focused,tense_face,vague,neutral,4,gradually felt like normal moment tried notice,13,64,0,0,0,-2
389,After a few minutes I felt mentally drained but it didn't last long.,cafe,12,5.0,2,2,afternoon,restless,calm_face,conflicted,overwhelmed,2,minutes felt mentally drained last long,13,68,0,0,1,0
390,At first I couldn't relax much before moving on.,rain,15,4.0,2,1,afternoon,neutral,neutral_face,conflicted,overwhelmed,5,first relax much moving,9,48,0,0,0,-1
391,Strangely my breathing slowed down but it didn't last long.,cafe,18,8.0,1,3,morning,focused,tired_face,vague,calm,2,strangely breathing slowed last long,10,59,0,0,0,2
392,Gradually I started planning my day for a moment.,mountain,12,5.0,3,4,morning,focused,neutral_face,clear,focused,1,gradually started planning day moment,9,49,0,0,0,1
393,At one point I organized my ideas better but it didn't last long.,cafe,18,4.0,5,5,morning,calm,neutral_face,conflicted,focused,5,one point organized ideas better last long,13,65,0,0,0,0
394,At one point my mind became quiet though I'm not sure why.,mountain,25,7.0,4,3,morning,overwhelmed,tired_face,clear,calm,1,one point mind became quiet though not sure,12,58,0,0,1,-1
395,at one point my thoughts were jumping around and i wasn't expecting that.,cafe,18,8.0,1,5,morning,overwhelmed,none,vague,restless,4,one point thoughts jumping around expecting,13,73,0,0,1,4
396,Strangely my thoughts were jumping around for a moment.,forest,12,8.0,3,4,afternoon,overwhelmed,happy_face,vague,restless,2,strangely thoughts jumping around moment,9,55,0,1,1,1
397,At one point my thoughts were jumping around and I wasn't expecting that.,cafe,15,5.0,1,2,night,mixed,calm_face,clear,restless,5,one point thoughts jumping around expecting,13,73,0,0,1,1
398,at one point i felt mentally drained which surprised me. ...,rain,8,5.0,4,5,night,calm,none,clear,overwhelmed,3,one point felt mentally drained surprised,11,60,0,0,0,1
399,After a few minutes my mind became quiet and I tried to notice it.,cafe,18,4.0,2,4,night,calm,none,conflicted,calm,3,minutes mind became quiet tried notice,14,66,0,0,0,2
400,Gradually my attention improved even if only briefly.,forest,12,5.0,1,2,morning,restless,tense_face,conflicted,focused,4,gradually attention improved even briefly,8,53,0,0,1,1
401,By teh end I felt mentally drained which surprised me. ...,cafe,12,8.0,5,3,evening,restless,neutral_face,vague,overwhelmed,4,teh end felt mentally drained surprised,11,58,0,0,1,-2
402,During the session it felt like a normal moment and I tried to notice it.,forest,12,4.0,5,3,evening,mixed,tired_face,conflicted,neutral,4,session felt like normal moment tried notice,15,73,0,0,1,-2
403,Honestly I organized my ideas better for a moment.,rain,15,5.0,2,3,night,restless,calm_face,conflicted,focused,3,honestly organized ideas better moment,9,50,0,0,1,1
404,at first i organized my ideas better though i'm not sure why.,rain,12,5.0,5,3,afternoon,mixed,neutral_face,vague,focused,2,first organized ideas better though not sure,12,61,0,0,1,-2
405,During the session I started planning my day so I sat with that feeling.,ocean,10,4.0,1,1,night,neutral,none,conflicted,focused,1,session started planning day sat feeling,14,72,0,0,0,0
406,Gradually the pressure didn't really go away before moving on.,rain,12,7.0,2,5,evening,overwhelmed,happy_face,clear,overwhelmed,1,gradually pressure really go away moving,10,62,0,1,1,3
407,Honestly things felt ordinary which surprised me.,mountain,10,7.0,1,5,night,restless,calm_face,conflicted,neutral,2,honestly things felt ordinary surprised,7,49,0,0,1,4
408,At first the pressure didn't really go away though I'm not sure why.,cafe,10,6.0,4,5,evening,restless,tired_face,clear,overwhelmed,4,first pressure really go away though not sure,13,68,0,0,1,1
409,For some reason it helped slightly but not completely and I wasn't expecting that.,rain,20,5.0,1,3,afternoon,neutral,tired_face,clear,mixed,2,reason helped slightly not completely expecting,14,82,0,0,0,2
410,Honestly part of me relaxed while anotehr part stayed busy but it didn't last long.,ocean,20,8.0,5,3,night,restless,happy_face,clear,mixed,4,honestly part relaxed anotehr part stayed busy last long,15,83,0,0,1,-2
411,After a few minutes my thoughts felt lighter and I wasn't expecting that.,ocean,12,6.0,3,3,evening,restless,none,clear,calm,3,minutes thoughts felt lighter expecting,13,73,0,0,1,0
412,By the end my mood shifted back and forth for a moment.,cafe,12,6.0,3,5,night,mixed,calm_face,vague,mixed,5,end mood shifted back forth moment,12,55,0,0,1,2
413,Strangely I couldn't sit still mentally though I'm not sure why.,mountain,8,4.0,2,3,afternoon,restless,tense_face,conflicted,restless,3,strangely sit still mentally though not sure,11,64,0,0,1,1
414,During the session I didn't notice strong emotions though I'm not sure why.,mountain,10,5.0,1,2,afternoon,mixed,none,conflicted,neutral,1,session notice strong emotions though not sure,13,75,0,0,1,1
415,i noticed my thoughts became clearer and i just observed it.,ocean,8,7.0,5,1,morning,restless,calm_face,conflicted,focused,4,noticed thoughts became clearer observed,11,60,0,0,1,-4
416,By teh end I kept thinking about otehr tasks before moving on.,ocean,8,4.0,3,3,night,overwhelmed,happy_face,vague,restless,5,teh end kept thinking otehr tasks moving,12,62,0,0,1,0
417,At one point my mind felt crowded for a moment.,ocean,18,7.0,5,5,evening,restless,neutral_face,clear,overwhelmed,4,one point mind felt crowded moment,10,47,0,0,1,0
